"Nível Territorial (Código)","Nível Territorial","Brasil, Grande Região e Unidade da Federação (Código)","Brasil, Grande Região e Unidade da Federação","Variável (Código)","Variável","Trimestre (Código)","Trimestre","Unidade de Medida (Código)","Unidade de Medida","Força de trabalho","Força de trabalho - desocupada","Força de trabalho - ocupada","Total","PercentualDesocupapdo"
"3","Unidade da Federação","12","Acre","1641","Pessoas de 14 anos ou mais de idade","201603","3º trimestre 2016","1572","Mil pessoas",324,39,284,609,0.12037037037037
"3","Unidade da Federação","12","Acre","1641","Pessoas de 14 anos ou mais de idade","201604","4º trimestre 2016","1572","Mil pessoas",331,39,292,615,0.117824773413897
"3","Unidade da Federação","12","Acre","1641","Pessoas de 14 anos ou mais de idade","201701","1º trimestre 2017","1572","Mil pessoas",335,53,281,621,0.158208955223881
"3","Unidade da Federação","12","Acre","1641","Pessoas de 14 anos ou mais de idade","201702","2º trimestre 2017","1572","Mil pessoas",346,52,294,622,0.15028901734104
"3","Unidade da Federação","12","Acre","1641","Pessoas de 14 anos ou mais de idade","201703","3º trimestre 2017","1572","Mil pessoas",351,47,303,623,0.133903133903134
"3","Unidade da Federação","12","Acre","1641","Pessoas de 14 anos ou mais de idade","201704","4º trimestre 2017","1572","Mil pessoas",355,43,311,622,0.12112676056338
"3","Unidade da Federação","12","Acre","1641","Pessoas de 14 anos ou mais de idade","201801","1º trimestre 2018","1572","Mil pessoas",359,52,307,629,0.144846796657382
"3","Unidade da Federação","12","Acre","1641","Pessoas de 14 anos ou mais de idade","201802","2º trimestre 2018","1572","Mil pessoas",351,48,304,631,0.136752136752137
"3","Unidade da Federação","12","Acre","1641","Pessoas de 14 anos ou mais de idade","201803","3º trimestre 2018","1572","Mil pessoas",359,47,312,639,0.13091922005571
"3","Unidade da Federação","12","Acre","1641","Pessoas de 14 anos ou mais de idade","201804","4º trimestre 2018","1572","Mil pessoas",364,48,316,649,0.131868131868132
"3","Unidade da Federação","12","Acre","1641","Pessoas de 14 anos ou mais de idade","201901","1º trimestre 2019","1572","Mil pessoas",356,64,292,653,0.179775280898876
"3","Unidade da Federação","12","Acre","1641","Pessoas de 14 anos ou mais de idade","201902","2º trimestre 2019","1572","Mil pessoas",357,48,308,652,0.134453781512605
"3","Unidade da Federação","12","Acre","1641","Pessoas de 14 anos ou mais de idade","201903","3º trimestre 2019","1572","Mil pessoas",354,45,309,655,0.127118644067797
"3","Unidade da Federação","12","Acre","1641","Pessoas de 14 anos ou mais de idade","201904","4º trimestre 2019","1572","Mil pessoas",352,48,304,663,0.136363636363636
"3","Unidade da Federação","12","Acre","1641","Pessoas de 14 anos ou mais de idade","202001","1º trimestre 2020","1572","Mil pessoas",339,46,293,661,0.135693215339233
"3","Unidade da Federação","12","Acre","1641","Pessoas de 14 anos ou mais de idade","202002","2º trimestre 2020","1572","Mil pessoas",338,48,290,666,0.142011834319527
"3","Unidade da Federação","12","Acre","1641","Pessoas de 14 anos ou mais de idade","202003","3º trimestre 2020","1572","Mil pessoas",332,57,276,684,0.171686746987952
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201201","1º trimestre 2012","1572","Mil pessoas",1564,172,1392,2497,0.10997442455243
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201202","2º trimestre 2012","1572","Mil pessoas",1559,142,1417,2508,0.09108402822322
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201203","3º trimestre 2012","1572","Mil pessoas",1569,148,1421,2528,0.094327597195666
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201204","4º trimestre 2012","1572","Mil pessoas",1607,134,1472,2543,0.0833851897946484
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201301","1º trimestre 2013","1572","Mil pessoas",1622,166,1456,2560,0.102342786683107
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201302","2º trimestre 2013","1572","Mil pessoas",1631,165,1465,2562,0.10116492949111
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201303","3º trimestre 2013","1572","Mil pessoas",1604,134,1470,2583,0.0835411471321696
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201304","4º trimestre 2013","1572","Mil pessoas",1632,124,1508,2592,0.0759803921568627
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201401","1º trimestre 2014","1572","Mil pessoas",1587,131,1457,2601,0.0825456836798992
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201402","2º trimestre 2014","1572","Mil pessoas",1629,135,1494,2625,0.0828729281767956
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201403","3º trimestre 2014","1572","Mil pessoas",1650,111,1539,2651,0.0672727272727273
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201404","4º trimestre 2014","1572","Mil pessoas",1629,126,1503,2683,0.0773480662983425
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201501","1º trimestre 2015","1572","Mil pessoas",1653,155,1498,2700,0.0937689050211736
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201502","2º trimestre 2015","1572","Mil pessoas",1662,157,1504,2714,0.0944645006016847
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201503","3º trimestre 2015","1572","Mil pessoas",1690,170,1520,2742,0.100591715976331
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201504","4º trimestre 2015","1572","Mil pessoas",1662,151,1511,2765,0.0908543922984356
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201601","1º trimestre 2016","1572","Mil pessoas",1717,218,1498,2768,0.126965637740245
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201602","2º trimestre 2016","1572","Mil pessoas",1776,235,1541,2786,0.13231981981982
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201603","3º trimestre 2016","1572","Mil pessoas",1745,237,1508,2788,0.135816618911175
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201604","4º trimestre 2016","1572","Mil pessoas",1734,257,1476,2794,0.148212226066897
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201701","1º trimestre 2017","1572","Mil pessoas",1805,320,1485,2812,0.177285318559557
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201702","2º trimestre 2017","1572","Mil pessoas",1807,280,1527,2837,0.154952960708356
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201703","3º trimestre 2017","1572","Mil pessoas",1767,283,1483,2864,0.160158460667799
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201704","4º trimestre 2017","1572","Mil pessoas",1760,238,1522,2898,0.135227272727273
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201801","1º trimestre 2018","1572","Mil pessoas",1797,250,1547,2935,0.139120756816917
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201802","2º trimestre 2018","1572","Mil pessoas",1779,253,1526,2960,0.14221472737493
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201803","3º trimestre 2018","1572","Mil pessoas",1819,239,1580,2975,0.131390874106652
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201804","4º trimestre 2018","1572","Mil pessoas",1838,265,1573,2983,0.14417845484222
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201901","1º trimestre 2019","1572","Mil pessoas",1844,293,1550,3005,0.158893709327549
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201902","2º trimestre 2019","1572","Mil pessoas",1888,262,1626,2981,0.138771186440678
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201903","3º trimestre 2019","1572","Mil pessoas",1901,252,1649,2988,0.132561809573908
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","201904","4º trimestre 2019","1572","Mil pessoas",1902,246,1657,3025,0.129337539432177
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","202001","1º trimestre 2020","1572","Mil pessoas",1913,277,1637,3053,0.144798745426032
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","202002","2º trimestre 2020","1572","Mil pessoas",1767,291,1477,3129,0.164685908319185
"3","Unidade da Federação","13","Amazonas","1641","Pessoas de 14 anos ou mais de idade","202003","3º trimestre 2020","1572","Mil pessoas",1857,308,1549,3152,0.165858912224017
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201201","1º trimestre 2012","1572","Mil pessoas",185,16,170,300,0.0864864864864865
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201202","2º trimestre 2012","1572","Mil pessoas",187,11,176,302,0.0588235294117647
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201203","3º trimestre 2012","1572","Mil pessoas",192,14,178,301,0.0729166666666667
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201204","4º trimestre 2012","1572","Mil pessoas",195,16,179,303,0.0820512820512821
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201301","1º trimestre 2013","1572","Mil pessoas",192,17,175,307,0.0885416666666667
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201302","2º trimestre 2013","1572","Mil pessoas",199,17,182,311,0.085427135678392
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201303","3º trimestre 2013","1572","Mil pessoas",207,16,190,313,0.0772946859903382
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201304","4º trimestre 2013","1572","Mil pessoas",202,13,188,315,0.0643564356435644
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201401","1º trimestre 2014","1572","Mil pessoas",211,16,195,320,0.0758293838862559
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201402","2º trimestre 2014","1572","Mil pessoas",214,11,203,326,0.0514018691588785
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201403","3º trimestre 2014","1572","Mil pessoas",213,13,199,330,0.0610328638497653
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201404","4º trimestre 2014","1572","Mil pessoas",224,14,210,336,0.0625
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201501","1º trimestre 2015","1572","Mil pessoas",219,19,199,338,0.0867579908675799
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201502","2º trimestre 2015","1572","Mil pessoas",219,17,202,340,0.0776255707762557
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201503","3º trimestre 2015","1572","Mil pessoas",219,20,199,342,0.091324200913242
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201504","4º trimestre 2015","1572","Mil pessoas",221,18,203,346,0.081447963800905
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201601","1º trimestre 2016","1572","Mil pessoas",222,18,204,347,0.0810810810810811
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201602","2º trimestre 2016","1572","Mil pessoas",223,18,205,351,0.0807174887892377
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201603","3º trimestre 2016","1572","Mil pessoas",216,21,195,356,0.0972222222222222
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201604","4º trimestre 2016","1572","Mil pessoas",211,19,192,362,0.0900473933649289
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201701","1º trimestre 2017","1572","Mil pessoas",215,22,193,367,0.102325581395349
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201702","2º trimestre 2017","1572","Mil pessoas",224,24,200,369,0.107142857142857
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201703","3º trimestre 2017","1572","Mil pessoas",227,20,207,372,0.0881057268722467
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201704","4º trimestre 2017","1572","Mil pessoas",235,22,213,372,0.0936170212765957
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201801","1º trimestre 2018","1572","Mil pessoas",239,25,214,383,0.104602510460251
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201802","2º trimestre 2018","1572","Mil pessoas",240,27,213,388,0.1125
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201803","3º trimestre 2018","1572","Mil pessoas",245,33,212,393,0.13469387755102
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201804","4º trimestre 2018","1572","Mil pessoas",252,35,217,397,0.138888888888889
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201901","1º trimestre 2019","1572","Mil pessoas",257,39,218,397,0.151750972762646
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201902","2º trimestre 2019","1572","Mil pessoas",249,37,212,397,0.14859437751004
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201903","3º trimestre 2019","1572","Mil pessoas",249,37,211,396,0.14859437751004
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","201904","4º trimestre 2019","1572","Mil pessoas",255,38,218,402,0.149019607843137
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","202001","1º trimestre 2020","1572","Mil pessoas",255,42,213,408,0.164705882352941
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","202002","2º trimestre 2020","1572","Mil pessoas",230,38,192,410,0.165217391304348
"3","Unidade da Federação","14","Roraima","1641","Pessoas de 14 anos ou mais de idade","202003","3º trimestre 2020","1572","Mil pessoas",236,44,193,418,0.186440677966102
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201201","1º trimestre 2012","1572","Mil pessoas",3390,268,3123,5651,0.0790560471976401
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201202","2º trimestre 2012","1572","Mil pessoas",3570,276,3294,5689,0.0773109243697479
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201203","3º trimestre 2012","1572","Mil pessoas",3504,248,3255,5703,0.0707762557077626
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201204","4º trimestre 2012","1572","Mil pessoas",3570,242,3328,5762,0.0677871148459384
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201301","1º trimestre 2013","1572","Mil pessoas",3625,282,3343,5819,0.0777931034482759
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201302","2º trimestre 2013","1572","Mil pessoas",3602,273,3329,5836,0.0757912270960577
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201303","3º trimestre 2013","1572","Mil pessoas",3568,273,3295,5902,0.0765134529147982
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201304","4º trimestre 2013","1572","Mil pessoas",3587,215,3372,5912,0.059938667410092
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201401","1º trimestre 2014","1572","Mil pessoas",3647,278,3369,5949,0.0762270359199342
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201402","2º trimestre 2014","1572","Mil pessoas",3652,257,3395,5968,0.0703723986856517
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201403","3º trimestre 2014","1572","Mil pessoas",3667,264,3403,6020,0.0719934551404418
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201404","4º trimestre 2014","1572","Mil pessoas",3655,256,3400,6049,0.0700410396716826
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201501","1º trimestre 2015","1572","Mil pessoas",3745,344,3401,6049,0.0918558077436582
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201502","2º trimestre 2015","1572","Mil pessoas",3745,335,3410,6086,0.0894526034712951
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201503","3º trimestre 2015","1572","Mil pessoas",3800,320,3479,6118,0.0842105263157895
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201504","4º trimestre 2015","1572","Mil pessoas",3816,329,3487,6166,0.0862159329140461
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201601","1º trimestre 2016","1572","Mil pessoas",3822,384,3439,6214,0.100470957613815
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201602","2º trimestre 2016","1572","Mil pessoas",3770,410,3360,6258,0.108753315649867
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201603","3º trimestre 2016","1572","Mil pessoas",3741,411,3331,6268,0.109863672814755
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201604","4º trimestre 2016","1572","Mil pessoas",3806,482,3324,6316,0.126642143983184
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201701","1º trimestre 2017","1572","Mil pessoas",3733,516,3217,6351,0.138226627377444
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201702","2º trimestre 2017","1572","Mil pessoas",3784,431,3353,6378,0.113900634249471
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201703","3º trimestre 2017","1572","Mil pessoas",3881,432,3449,6446,0.11131151765009
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201704","4º trimestre 2017","1572","Mil pessoas",3907,416,3491,6463,0.106475556693115
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201801","1º trimestre 2018","1572","Mil pessoas",3786,461,3325,6466,0.121764395139989
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201802","2º trimestre 2018","1572","Mil pessoas",3846,430,3416,6502,0.111804472178887
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201803","3º trimestre 2018","1572","Mil pessoas",3847,420,3427,6521,0.109175981284117
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201804","4º trimestre 2018","1572","Mil pessoas",3868,394,3474,6549,0.101861427094105
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201901","1º trimestre 2019","1572","Mil pessoas",3841,441,3400,6559,0.11481385055975
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201902","2º trimestre 2019","1572","Mil pessoas",3840,429,3411,6558,0.11171875
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201903","3º trimestre 2019","1572","Mil pessoas",3906,437,3470,6604,0.111879160266257
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","201904","4º trimestre 2019","1572","Mil pessoas",3876,356,3521,6640,0.0918472652218782
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","202001","1º trimestre 2020","1572","Mil pessoas",3881,413,3469,6643,0.106415872197887
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","202002","2º trimestre 2020","1572","Mil pessoas",3571,324,3247,6748,0.0907308877065248
"3","Unidade da Federação","15","Pará","1641","Pessoas de 14 anos ou mais de idade","202003","3º trimestre 2020","1572","Mil pessoas",3720,405,3315,6784,0.108870967741935
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201201","1º trimestre 2012","1572","Mil pessoas",319,40,279,493,0.125391849529781
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201202","2º trimestre 2012","1572","Mil pessoas",316,46,270,501,0.145569620253165
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201203","3º trimestre 2012","1572","Mil pessoas",329,46,283,513,0.139817629179331
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201204","4º trimestre 2012","1572","Mil pessoas",328,39,289,514,0.11890243902439
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201301","1º trimestre 2013","1572","Mil pessoas",318,36,281,525,0.113207547169811
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201302","2º trimestre 2013","1572","Mil pessoas",324,46,278,536,0.141975308641975
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201303","3º trimestre 2013","1572","Mil pessoas",329,36,293,536,0.109422492401216
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201304","4º trimestre 2013","1572","Mil pessoas",335,31,304,547,0.0925373134328358
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201401","1º trimestre 2014","1572","Mil pessoas",338,38,300,552,0.112426035502959
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201402","2º trimestre 2014","1572","Mil pessoas",343,34,309,544,0.0991253644314869
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201403","3º trimestre 2014","1572","Mil pessoas",350,37,313,554,0.105714285714286
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201404","4º trimestre 2014","1572","Mil pessoas",346,33,313,551,0.0953757225433526
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201501","1º trimestre 2015","1572","Mil pessoas",339,33,306,551,0.0973451327433628
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201502","2º trimestre 2015","1572","Mil pessoas",341,34,307,550,0.0997067448680352
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201503","3º trimestre 2015","1572","Mil pessoas",347,41,306,554,0.118155619596542
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201504","4º trimestre 2015","1572","Mil pessoas",354,45,309,557,0.127118644067797
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201601","1º trimestre 2016","1572","Mil pessoas",344,49,295,561,0.142441860465116
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201602","2º trimestre 2016","1572","Mil pessoas",353,56,297,567,0.158640226628895
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201603","3º trimestre 2016","1572","Mil pessoas",353,52,300,577,0.147308781869688
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201604","4º trimestre 2016","1572","Mil pessoas",362,61,301,587,0.168508287292818
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201701","1º trimestre 2017","1572","Mil pessoas",363,67,296,596,0.184573002754821
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201702","2º trimestre 2017","1572","Mil pessoas",363,62,301,598,0.170798898071625
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201703","3º trimestre 2017","1572","Mil pessoas",370,61,308,607,0.164864864864865
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201704","4º trimestre 2017","1572","Mil pessoas",371,69,301,605,0.185983827493261
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201801","1º trimestre 2018","1572","Mil pessoas",373,80,293,607,0.214477211796247
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201802","2º trimestre 2018","1572","Mil pessoas",371,79,292,613,0.212938005390836
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201803","3º trimestre 2018","1572","Mil pessoas",384,70,314,624,0.182291666666667
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201804","4º trimestre 2018","1572","Mil pessoas",378,74,304,624,0.195767195767196
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201901","1º trimestre 2019","1572","Mil pessoas",384,77,307,622,0.200520833333333
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201902","2º trimestre 2019","1572","Mil pessoas",404,68,336,640,0.168316831683168
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201903","3º trimestre 2019","1572","Mil pessoas",392,66,326,632,0.168367346938776
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","201904","4º trimestre 2019","1572","Mil pessoas",394,61,332,628,0.154822335025381
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","202001","1º trimestre 2020","1572","Mil pessoas",389,67,322,637,0.172236503856041
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","202002","2º trimestre 2020","1572","Mil pessoas",346,40,306,650,0.115606936416185
"3","Unidade da Federação","16","Amapá","1641","Pessoas de 14 anos ou mais de idade","202003","3º trimestre 2020","1572","Mil pessoas",356,54,302,662,0.151685393258427
"3","Unidade da Federação","17","Tocantins","1641","Pessoas de 14 anos ou mais de idade","201201","1º trimestre 2012","1572","Mil pessoas",652,55,597,1058,0.0843558282208589
"3","Unidade da Federação","17","Tocantins","1641","Pessoas de 14 anos ou mais de idade","201202","2º trimestre 2012","1572","Mil pessoas",652,50,602,1067,0.0766871165644172
"3","Unidade da Federação","17","Tocantins","1641","Pessoas de 14 anos ou mais de idade","201203","3º trimestre 2012","1572","Mil pessoas",649,47,603,1063,0.0724191063174114
"3","Unidade da Federação","17","Tocantins","1641","Pessoas de 14 anos ou mais de idade","201204","4º trimestre 2012","1572","Mil pessoas",671,51,620,1080,0.0760059612518629
"3","Unidade da Federação","17","Tocantins","1641","Pessoas de 14 anos ou mais de idade","201301","1º trimestre 2013","1572","Mil pessoas",654,61,593,1081,0.0932721712538226
"3","Unidade da Federação","17","Tocantins","1641","Pessoas de 14 anos ou mais de idade","201302","2º trimestre 2013","1572","Mil pessoas",656,54,602,1090,0.0823170731707317
"3","Unidade da Federação","17","Tocantins","1641","Pessoas de 14 anos ou mais de idade","201303","3º trimestre 2013","1572","Mil pessoas",647,40,607,1087,0.0618238021638331
"3","Unidade da Federação","17","Tocantins","1641","Pessoas de 14 anos ou mais de idade","201304","4º trimestre 2013","1572","Mil pessoas",654,42,612,1099,0.0642201834862385
"3","Unidade da Federação","17","Tocantins","1641","Pessoas de 14 anos ou mais de idade","201401","1º trimestre 2014","1572","Mil pessoas",674,57,616,1104,0.0845697329376855
"3","Unidade da Federação","17","Tocantins","1641","Pessoas de 14 anos ou mais de idade","201402","2º trimestre 2014","1572","Mil pessoas",678,52,626,1116,0.0766961651917404
